	Word	PoS		Freq	Ra	Disp
	@	@	cure	5	98	0.93
	@	@	cured	5	87	0.92
	@	@	cures	0	32	0.83
	@	@	curing	1	58	0.87
	curiosity	NoC	%	12	94	0.91
	@	@	curiosities	1	31	0.80
	@	@	curiosity	12	92	0.91
	curious	Adj	%	22	98	0.93
	@	@	curious	22	98	0.93
	@	@	curiouser	0	10	0.70
	curl	Verb	%	12	88	0.86
	@	@	curl	2	65	0.86
	@	@	curled	7	76	0.84
	@	@	curling	3	54	0.84
	@	@	curls	0	12	0.71
	currency	NoC	%	43	95	0.83
	@	@	currencies	7	62	0.78
	@	@	currency	35	95	0.83
	current	Adj	:	133	100	0.93
	current	NoC	%	16	98	0.85
	@	@	current	9	96	0.83
	@	@	currents	7	90	0.87
	currently	Adv	:	70	100	0.91
	curriculum	NoC	%	56	96	0.82
	@	@	curricula	3	48	0.80
	@	@	curriculum	53	95	0.82
	@	@	curriculums	0	7	0.54
	curtain	NoC	%	34	99	0.87
	@	@	curtain	14	99	0.86
	@	@	curtains	20	94	0.86
	curve	NoC	%	34	97	0.86
	@	@	curve	25	97	0.84
	@	@	curves	9	92	0.88
	custody	NoC	%	15	92	0.87
	@	@	custody	15	92	0.87
	custom	NoC	%	37	99	0.93
	@	@	custom	15	99	0.90
	@	@	customs	23	97	0.91
	customer	NoC	%	114	100	0.89
	@	@	customer	47	100	0.87
	@	@	customers	68	100	0.89
	cut	NoC	%	58	100	0.93
	@	@	cut	29	100	0.94
	@	@	cuts	29	100	0.90
	cut	Verb	%	184	100	0.96
	@	@	cut	145	100	0.96
	@	@	cuts	12	100	0.92
	@	@	cutting	28	100	0.96
	cutting	NoC	%	16	100	0.92
	@	@	cutting	10	100	0.93
	@	@	cuttings	5	84	0.83
	cycle	NoC	%	40	100	0.92
	@	@	cycle	32	100	0.92
	@	@	cycles	8	84	0.89
	cylinder	NoC	%	13	92	0.83
	@	@	cylinder	9	87	0.80
	@	@	cylinders	3	69	0.83
	Czechoslovakia	NoP	:	11	90	0.80
	D / d	Lett	:	72	100	0.90
	D	NoP	%	27	87	0.82
	@	@	D	12	74	0.65
	@	@	D.	15	87	0.85
	dad	NoC	%	74	97	0.81
	@	@	dad	73	96	0.81
	@	@	dads	1	49	0.84
	daddy	NoC	%	22	84	0.74
	@	@	daddies	0	16	0.72
	@	@	daddy	22	84	0.74
	daily	Adj	:	55	100	0.93
	daily	Adv	:	14	99	0.92
	dairy	NoC	%	10	95	0.83
	@	@	dairies	1	37	0.79
	@	@	dairy	9	94	0.82
	damage	NoC	%	93	100	0.89
	@	@	damage	71	100	0.91
	@	@	damages	22	84	0.73
	damage	Verb	%	40	100	0.93
	@	@	damage	13	100	0.91
	@	@	damaged	20	100	0.92
	@	@	damages	1	38	0.80
	@	@	damaging	6	94	0.92
	damp	Adj	%	18	97	0.91
	@	@	damp	18	96	0.91
	@	@	damper	0	15	0.52
	dance	NoC	%	35	99	0.88
	@	@	dance	30	99	0.88
	@	@	dances	5	89	0.85
	dance	Verb	%	37	99	0.91
	@	@	dance	14	94	0.91
	@	@	danced	8	88	0.87
	@	@	dances	2	61	0.73
	@	@	dancing	13	98	0.91
	dancer	NoC	%	14	91	0.81
	@	@	dancer	6	74	0.84
	@	@	dancers	8	90	0.77
	dancing	NoC	:	12	96	0.91
	danger	NoC	%	76	100	0.96
	@	@	danger	60	100	0.96
	@	@	dangers	16	96	0.94
	dangerous	Adj	:	58	100	0.96
	Daniel	NoP	:	15	94	0.88
	dare	Verb	%	23	99	0.89
	@	@	dare	10	95	0.89
	@	@	dared	9	94	0.87
	@	@	dares	1	55	0.86
	@	@	daring	3	76	0.87
	dare	VMod	:	12	95	0.89
	dark	Adj	:	104	100	0.89
	dark	NoC	%	31	98&&	0.89&&
	@	@	dark	40	98	0.89
	@	@	darker	7	&&	&&
	@	@	darkest	2	&&	&&
	darkness	NoC	%	34	96	0.87
	@	@	darkness	34	96	0.87
	darling	NoC	%	23	87	0.82
	@	@	darling	23	83	0.82
	@	@	darlings	1	39	0.83
	Darlington	NoP	%	56	60	0.33
	@	@	Darlington	56	60	0.33
	Darwin	NoP	%	11	74	0.74
	@	@	Darwin	11	74	0.74
	data/datum*	NoC	%	183	97	0.86
	@	@	data	182	97	0.86
	@	@	datum	1	31	0.81
	database	NoC	%	44	77	0.75
	@	@	database	34	77	0.74
	@	@	databases	10	62	0.76
	date	NoC	%	177	100	0.78
	@	@	date	158	100	0.75
	@	@	dates	19	100	0.93
	date	Verb	%	35	100	0.91
	@	@	date	5	92	0.92
	@	@	dated	13	98	0.84
	@	@	dates	8	93	0.91
	@	@	dating	9	97	0.90
	daughter	NoC	%	115	100	0.86
	@	@	daughter	94	100	0.87
	@	@	daughters	21	100	0.78
	Dave	NoP	%	27	94	0.86
	@	@	Dave	27	94	0.86
	David	NoP	%	157	100	0.90
	@	@	David	157	100	0.90
	@	@	Davids	0	12	0.69
	Davies	NoP	:	21	83	0.86
	Davis	NoP	:	14	94	0.89
	dawn	NoC	%	15	94	0.91
	@	@	dawn	15	94	0.91
	@	@	dawns	0	14	0.73
	Dawson	NoP	%	10	79	0.61
	@	@	Dawson	10	79	0.61
	day	NoC	%	940	100	0.97
	@	@	day	610	100	0.97
	@	@	days	331	100	0.97
	Day	NoP	:	12	97	0.91
	daylight	NoC	%	11	98	0.91
	@	@	daylight	10	97	0.91
	@	@	daylights	0	31	0.83
	DC	NoP	%	18	81	0.49
	@	@	D.C.	2	30	0.51
	@	@	DC	15	76	0.42
	de	Fore	:	19	97	0.88
	de*	NoP-	:	107	100	0.90
	dead	Adj	%	114	100	0.92
	@	@	dead	114	100	0.92
	deadline	NoC	%	11	97	0.88
	@	@	deadline	9	96	0.87
	@	@	deadlines	2	70	0.88
	deaf	Adj	%	27	98	0.62
	@	@	deaf	27	98	0.62
	deal	NoC	%	100	100	0.94
	@	@	deal	88	100	0.94
	@	@	deals	12	96	0.91
	deal	Verb	%	168	100	0.94
	@	@	deal	67	100	0.94
	@	@	dealing	53	100	0.93
	@	@	deals	13	97	0.92
	@	@	dealt	35	100	0.94
	dealer	NoC	%	35	98	0.78
	@	@	dealer	18	94	0.81
	@	@	dealers	18	94	0.74
	dealing	NoC	%	14	98	0.86
	@	@	dealing	5	75	0.72
	@	@	dealings	9	97	0.89
	Dean	NoP	%	19	96	0.87
	@	@	Dean	18	94	0.86
	@	@	Deans	1	25	0.61
	dear	Adj	%	41	100	0.90
	@	@	dear	36	99	0.90
	@	@	dearer	1	52	0.83
	@	@	dearest	3	76	0.86
	dear	Int	:	37	95	0.81
	dear	NoC	%	16	93	0.84
	@	@	dear	16	91	0.83
	@	@	dears	1	38	0.83
	death	NoC	%	230	100	0.95
	@	@	death	205	100	0.95
	@	@	deaths	25	99	0.90
	debate	NoC	%	82	98	0.89
	@	@	debate	70	98	0.88
	@	@	debates	12	85	0.90
	debate	Verb	%	13	100	0.86
	@	@	debate	4	82	0.76
	@	@	debated	7	93	0.90
	@	@	debating	3	88	0.85
	debt	NoC	%	73	100	0.87
	@	@	debt	54	100	0.85
	@	@	debts	19	100	0.90
	debtor	NoC	%	12	71	0.72
	@	@	debtor	9	49	0.68
	@	@	debtors	4	59	0.74
	debut	NoC	%	16	74	0.82
	@	@	debut	16	73	0.83
	@	@	debuts	1	24	0.54
	Dec.	NoP	%	44	61	0.56
	@	@	Dec	16	58	0.44
	@	@	Dec.	28	21	0.38
	decade	NoC	%	62	98	0.93
	@	@	decade	37	98	0.93
	@	@	decades	25	94	0.92
	December	NoP	:	94	100	0.89
	decent	Adj	:	19	97	0.94
	decide	Verb	%	245	100	0.97
	@	@	decide	67	100	0.96
	@	@	decided	151	100	0.97
	@	@	decides	9	100	0.94
	@	@	deciding	19	100	0.93
	decision	NoC	%	243	100	0.93
	@	@	decision	168	100	0.92
	@	@	decisions	75	100	0.92
	decision-making	NoC	:	14	76	0.88
	decisive	Adj	:	12	98	0.92
	deck	NoC	%	17	100	0.89
	@	@	deck	14	99	0.88
	@	@	decks	2	74	0.89
	declaration	NoC	%	23	98	0.82
	@	@	declaration	20	98	0.82
	@	@	declarations	3	69	0.83
	declare	Verb	%	62	100	0.90
	@	@	declare	10	100	0.93
	@	@	declared	43	99	0.88
	@	@	declares	4	82	0.90
	@	@	declaring	6	95	0.88
	decline	NoC	%	41	96	0.91
	@	@	decline	41	96	0.91
	@	@	declines	0	20	0.76
	decline	Verb	%	34	97	0.93
	@	@	decline	6	93	0.92
	@	@	declined	21	95	0.93
	@	@	declines	3	70	0.89
	@	@	declining	4	85	0.91
	decorate	Verb	%	17	98	0.92
	@	@	decorate	4	81	0.85
	@	@	decorated	11	89	0.91
	@	@	decorates	0	10	0.68
	@	@	decorating	2	79	0.90
	decoration	NoC	%	14	96	0.91
	@	@	decoration	9	92	0.88
	@	@	decorations	4	88	0.90
	decrease	Verb	%	16	88	0.87
	@	@	decrease	5	81	0.89
	@	@	decreased	6	80	0.81
	@	@	decreases	3	58	0.85
	@	@	decreasing	2	69	0.89
	decree	NoC	%	11	78	0.74
	@	@	decree	8	74	0.72
	@	@	decrees	3	52	0.78
	dedicate	Verb	%	13	100	0.94
	@	@	dedicate	1	54	0.85
	@	@	dedicated	12	100	0.93
	@	@	dedicates	0	12	0.73
	@	@	dedicating	0	34	0.85
	deed	NoC	%	13	97	0.83
	@	@	deed	7	90	0.81
	@	@	deeds	6	93	0.85
	deem	Verb	%	16	96	0.87
	@	@	deem	1	58	0.86
	@	@	deemed	14	94	0.87
	@	@	deeming	0	12	0.69
	@	@	deems	1	35	0.60
	deep	Adj	%	97	100	0.95
	@	@	deep	79	100	0.94
	@	@	deeper	12	98	0.94
	@	@	deepest	5	95	0.93
	deep	Adv	:	27	100	0.92
	deeply	Adv	:	37	100	0.94
	default	NoC	%	10	82	0.78
	@	@	default	10	82	0.77
	@	@	defaults	1	32	0.76
	defeat	NoC	%	33	97	0.88
	@	@	defeat	30	97	0.88
	@	@	defeats	4	69	0.85
	defeat	Verb	%	25	98	0.92
	@	@	defeat	7	92	0.93
	@	@	defeated	15	97	0.90
	@	@	defeating	3	74	0.88
	@	@	defeats	1	38	0.84
	defect	NoC	%	15	91	0.85
	@	@	defect	7	76	0.82
	@	@	defects	9	84	0.86
	defence	NoC	%	128	100	0.88
	@	@	defence	116	100	0.87
	@	@	defences	11	95	0.89
	defend	Verb	%	42	99	0.94
	@	@	defend	21	99	0.95
	@	@	defended	10	97	0.93
	@	@	defending	10	95	0.88
	@	@	defends	2	55	0.86
	defendant	NoC	%	49	82	0.68
	@	@	defendant	33	76	0.67
	@	@	defendants	16	62	0.67
	defender	NoC	%	19	93	0.83
	@	@	defender	12	81	0.78
	@	@	defenders	7	81	0.87
	defensive	Adj	:	13	97	0.94
	deficiency	NoC	%	11	92	0.87
	@	@	deficiencies	4	78	0.90
	@	@	deficiency	7	85	0.84
	deficit	NoC	%	27	87	0.81
	@	@	deficit	23	86	0.80
	@	@	deficits	3	56	0.83
	define	Verb	%	95	99	0.91
	@	@	define	24	95	0.92
	@	@	defined	54	97	0.90
	@	@	defines	6	76	0.90
	@	@	defining	10	83	0.90
	definite	Adj	:	16	100	0.95
	definitely	Adv	:	32	100	0.91
	definition	NoC	%	62	100	0.90
	@	@	definition	48	100	0.91
	@	@	definitions	13	81	0.86
	degree	NoC	%	131	100	0.91
	@	@	degree	100	100	0.91
	@	@	degrees	31	100	0.89
	delay	NoC	%	33	100	0.93
	@	@	delay	23	100	0.93
	@	@	delays	11	93	0.91
	delay	Verb	%	27	99	0.94
	@	@	delay	9	97	0.94
	@	@	delayed	14	99	0.94
	@	@	delaying	3	79	0.90
	@	@	delays	0	26	0.82
	delegate	NoC	%	19	93	0.84
	@	@	delegate	3	80	0.88
	@	@	delegates	16	89	0.82
	delegation	NoC	%	18	89	0.76
	@	@	delegation	16	89	0.77
	@	@	delegations	3	47	0.64
	deliberate	Adj	:	13	98	0.95
	deliberately	Adv	:	28	100	0.95
	delicate	Adj	:	18	100	0.93
	delicious	Adj	:	11	87	0.90
	delight	NoC	%	21	99	0.93
	@	@	delight	18	99	0.93
	@	@	delights	3	81	0.91
	delighted	Adj	:	26	100	0.92
	delightful	Adj	:	11	96	0.91
	deliver	Verb	%	65	100	0.95
	@	@	deliver	22	100	0.93
	@	@	delivered	31	100	0.95
	@	@	delivering	9	100	0.92
	@	@	delivers	3	87	0.87
	delivery	NoC	%	41	100	0.89
	@	@	deliveries	5	86	0.86
	@	@	delivery	36	100	0.89
	demand	NoC	%	139	100	0.92
	@	@	demand	89	100	0.89
	@	@	demands	51	98	0.93
	demand	Verb	%	84	100	0.95
	@	@	demand	21	99	0.95
	@	@	demanded	37	97	0.91
	@	@	demanding	18	100	0.93
	@	@	demands	7	89	0.92
	democracy	NoC	%	46	97	0.86
	@	@	democracies	4	69	0.83
	@	@	democracy	42	97	0.85
	democrat	NoC	%	30	84	0.81
	@	@	democrat	10	74	0.80
	@	@	democrats	20	78	0.79
	democratic	Adj	:	59	93	0.76
	demolish	Verb	%	10	100	0.90
	@	@	demolish	2	81	0.86
	@	@	demolished	7	94	0.89
	@	@	demolishes	0	10	0.70
	@	@	demolishing	1	55	0.87
	demonstrate	Verb	%	68	100	0.94
	@	@	demonstrate	24	100	0.93
	@	@	demonstrated	27	95	0.93
	@	@	demonstrates	9	82	0.91
	@	@	demonstrating	8	97	0.93
	demonstration	NoC	%	33	99	0.85
	@	@	demonstration	19	97	0.90
	@	@	demonstrations	15	90	0.78
	Denmark	NoP	:	13	93	0.90
	Dennis	NoP	%	15	90	0.83
	@	@	Dennis	15	90	0.83
	density	NoC	%	19	91	0.84
	@	@	densities	3	54	0.83
	@	@	density	16	89	0.84
	deny	Verb	%	77	100	0.94
	@	@	denied	37	99	0.90
	@	@	denies	8	89	0.86
	@	@	deny	23	100	0.95
	@	@	denying	8	93	0.94
	@	@	denys	2	36	0.57
	depart	Verb	%	14	98	0.94
	@	@	depart	4	93	0.91
	@	@	departed	6	93	0.92
	@	@	departing	3	82	0.91
	@	@	departs	1	59	0.87
	department	NoC	%	219	100	0.87
	@	@	department	177	100	0.85
	@	@	departments	42	97	0.89
	departure	NoC	%	27	96	0.93
	@	@	departure	23	96	0.94
	@	@	departures	4	74	0.84
	depend	Verb	%	101	100	0.94
	@	@	depend	35	100	0.93
	@	@	depended	12	98	0.93
	@	@	depending	4	83	0.89
	@	@	depends	50	100	0.94
	dependence	NoC	%	13	88	0.89
	@	@	dependence	13	88	0.89
	dependent	Adj	:	37	97	0.91
	depending on	Prep	:	23	99	0.94
	depict	Verb	%	15	94	0.91
	@	@	depict	2	67	0.87
	@	@	depicted	7	89	0.90
	@	@	depicting	4	80	0.88
	@	@	depicts	2	61	0.87
	deposit	NoC	%	36	100	0.85
	@	@	deposit	17	99	0.87
	@	@	deposits	19	85	0.79
	deposit	Verb	%	12	97	0.92
	@	@	deposit	3	80	0.89
	@	@	deposited	8	93	0.91
	@	@	depositing	1	55	0.89
	@	@	deposits	0	30	0.81
	depressed	Adj	:	15	100	0.94
	depression	NoC	%	24	99	0.89
	@	@	depression	23	98	0.89
	@	@	depressions	1	51	0.83
	deprive	Verb	%	14	99	0.91
	@	@	deprive	3	84	0.84
	@	@	deprived	7	96	0.92
	@	@	deprives	1	41	0.86
	@	@	depriving	2	79	0.87
	depth	NoC	%	41	100	0.94
	@	@	depth	30	100	0.93
	@	@	depths	11	94	0.92
	deputy	NoC	%	51	99	0.75
	@	@	deputies	12	68	0.64
	@	@	deputy	39	98	0.78
	Derby	NoP	%	13	87	0.86
	@	@	Derby	12	87	0.86
	@	@	Derbys	0	10	0.57
	Derek	NoP	:	20	93	0.88
	derive	Verb	%	52	95	0.91
	@	@	derive	9	82	0.90
	@	@	derived	33	93	0.90
	@	@	derives	6	80	0.89
	@	@	deriving	3	70	0.89
	Des	NoP	:	12	89	0.84
	descend	Verb	%	17	97	0.93
	@	@	descend	4	86	0.91
	@	@	descended	8	93	0.92
	@	@	descending	3	77	0.89
	@	@	descends	2	54	0.84
	descent	NoC	%	11	92	0.88
	@	@	descent	11	92	0.88
	@	@	descents	0	19	0.67
	describe	Verb	%	237	100	0.94
	@	@	describe	43	100	0.94
	@	@	described	148	100	0.93
	@	@	describes	26	92	0.92
	@	@	describing	19	98	0.94
	description	NoC	%	66	100	0.92
	@	@	description	51	100	0.91
	@	@	descriptions	15	95	0.91
	desert	NoC	%	21	97	0.90
	@	@	desert	18	95	0.90
	@	@	deserts	3	74	0.81
	desert	Verb	%	11	98	0.93
	@	@	desert	3	84	0.91
	@	@	deserted	7	96	0.91
	@	@	deserting	1	53	0.87
	@	@	deserts	0	23	0.78
	deserve	Verb	%	31	100	0.95
	@	@	deserve	13	100	0.94
	@	@	deserved	9	97	0.92
	@	@	deserves	9	99	0.93
	design	NoC	%	148	100	0.91
	@	@	design	119	100	0.91
	@	@	designs	28	99	0.90
	design	Verb	%	118	100	0.94
	@	@	design	10	98	0.92
	@	@	designed	100	100	0.94
	@	@	designing	7	97	0.91
	designate	Verb	%	11	91	0.91
	@	@	designate	2	71	0.89
	@	@	designated	9	91	0.90
	@	@	designates	0	25	0.80
	@	@	designating	1	35	0.84
	designer	NoC	%	29	99	0.91
	@	@	designer	19	98	0.91
	@	@	designers	10	90	0.90
	desirable	Adj	:	21	98	0.93
	desire	NoC	%	58	98	0.93
	@	@	desire	51	97	0.93
	@	@	desires	7	90	0.90
	desire	Verb	%	14	98	0.93
	@	@	desire	4	87	0.90
	@	@	desired	8	97	0.93
	@	@	desires	2	64	0.88
	@	@	desiring	1	44	0.86
	desk	NoC	%	49	100	0.88
	@	@	desk	45	100	0.87
	@	@	desks	4	88	0.91
	desktop	NoC	%	15	58	0.56
	@	@	desktop	15	56	0.57
	@	@	desktops	1	7	0.31
	despair	NoC	%	13	96	0.91
	@	@	despair	13	96	0.91
	desperate	Adj	:	26	100	0.93
	desperately	Adv	:	20	99	0.91
	despite	Prep	:	146	100	0.95
	destination	NoC	%	15	98	0.92
	@	@	destination	11	97	0.91
	@	@	destinations	4	78	0.87
	destroy	Verb	%	62	100	0.95
	@	@	destroy	20	100	0.95
	@	@	destroyed	31	100	0.95
	@	@	destroying	8	99	0.94
	@	@	destroys	2	88	0.91
	destruction	NoC	%	24	99	0.93
	@	@	destruction	24	99	0.93
	detail	NoC	%	178	100	0.94
	@	@	detail	61	100	0.94
	@	@	details	117	100	0.93
	detailed	Adj	:	60	100	0.91
	detect	Verb	%	34	98	0.88
	@	@	detect	13	97	0.90
	@	@	detected	16	97	0.83
	@	@	detecting	4	78	0.86
	@	@	detects	1	49	0.83
	detective	NoC	%	27	95	0.85
	@	@	detective	18	94	0.83
	@	@	detectives	9	73	0.76
	determination	NoC	%	29	96	0.91
	@	@	determination	28	96	0.91
	@	@	determinations	1	33	0.78
	determine	Verb	%	119	100	0.93
	@	@	determine	39	99	0.91
	@	@	determined	61	99	0.94
	@	@	determines	7	76	0.90
	@	@	determining	13	84	0.89
	determined	Adj	:	16	99	0.95
	develop	Verb	%	237	100	0.93
	@	@	develop	86	100	0.93
	@	@	developed	109	100	0.92
	@	@	developing	31	99	0.93
	@	@	develops	10	86	0.92
	developed	Adj	:	15	92	0.90
	developer	NoC	%	19	92	0.75
	@	@	developer	8	80	0.77
	@	@	developers	12	86	0.72
	developing	Adj	:	31	93	0.91
	development	NoC	%	375	100	0.92
	@	@	development	324	99	0.92
	@	@	developments	51	99	0.92
	device	NoC	%	51	99	0.91
	@	@	device	29	97	0.91
	@	@	devices	22	97	0.89
	devil	NoC	%	20	98	0.89
	@	@	devil	17	98	0.89
	@	@	devils	3	70	0.82
	devise	Verb	%	23	98	0.93
	@	@	devise	6	88	0.91
	@	@	devised	13	96	0.93
	@	@	devises	0	22	0.78
	@	@	devising	3	79	0.91
	Devon	NoP	%	13	94	0.88
	@	@	Devon	13	94	0.88
	@	@	Devons	0	2	0.18
	devote	Verb	%	21	98	0.93
	@	@	devote	6	95	0.94
	@	@	devoted	13	96	0.92
	@	@	devotes	1	50	0.87
	@	@	devoting	1	63	0.89
	devoted	Adj	:	12	97	0.94
	diagnose	Verb	%	10	91	0.83
	@	@	diagnose	2	66	0.90
	@	@	diagnosed	7	88	0.81
	@	@	diagnoses	0	18	0.75
	@	@	diagnosing	1	33	0.77
	diagnosis	NoC	%	19	92	0.75
	@	@	diagnoses	2	37	0.61
	@	@	diagnosis	17	92	0.75
	diagram	NoC	%	18	96	0.89
	@	@	diagram	13	88	0.87
	@	@	diagrams	5	84	0.90
	dialogue	NoC	%	19	99	0.90
	@	@	dialogue	17	99	0.90
	@	@	dialogues	2	55	0.81
	diameter	NoC	%	14	90	0.85
	@	@	diameter	13	90	0.85
	@	@	diameters	1	33	0.73
	diamond	NoC	%	17	99	0.90
	@	@	diamond	11	99	0.89
	@	@	diamonds	6	86	0.86
	Diana	NoP	:	23	88	0.71
	diary	NoC	%	26	100	0.93
	@	@	diaries	5	88	0.88
	@	@	diary	20	100	0.93
	Dick	NoP	%	14	98	0.91
	@	@	Dick	13	98	0.91
	@	@	Dicks	1	23	0.75
	dictate	Verb	%	13	100	0.95
	@	@	dictate	5	97	0.93
	@	@	dictated	6	94	0.93
	@	@	dictates	2	69	0.90
	@	@	dictating	1	58	0.89
	dictionary	NoC	%	22	96	0.83
	@	@	dictionaries	4	60	0.72
	@	@	dictionary	19	95	0.84
	die	Verb	%	220	100	0.93
	@	@	die	53	100	0.94
	@	@	died	140	100	0.91
	@	@	dies	10	98	0.93
	@	@	dying	17	100	0.93
	diesel	NoC	%	14	88	0.73
	@	@	diesel	13	88	0.74
	@	@	diesels	1	31	0.56
	diet	NoC	%	46	100	0.84
	@	@	diet	41	100	0.84
	@	@	diets	5	67	0.77
	differ	Verb	%	33	98	0.91
	@	@	differ	18	96	0.90
	@	@	differed	5	87	0.90
	@	@	differing	2	56	0.84
	@	@	differs	8	80	0.88
	difference	NoC	%	191	100	0.94
	@	@	difference	113	100	0.95
	@	@	differences	78	99	0.90
	different	Adj	:	484	100	0.95
	differentiate	Verb	%	12	88	0.87
	@	@	differentiate	5	86	0.84
	@	@	differentiated	5	67	0.86
	@	@	differentiates	1	44	0.84
	@	@	differentiating	1	50	0.79
	differently	Adv	:	15	100	0.95
	difficult	Adj	:	220	100	0.96
	difficulty	NoC	%	132	100	0.94
	@	@	difficulties	68	100	0.93
	@	@	difficulty	63	100	0.95
	dig	Verb	%	28	100	0.94
	@	@	dig	9	98	0.93
	@	@	digging	7	92	0.92
	@	@	digs	1	59	0.87
	@	@	dug	11	97	0.93
	digital	Adj	:	20	90	0.71
	dignity	NoC	%	13	96	0.93
	@	@	dignities	0	11	0.70
	@	@	dignity	13	96	0.93
	dilemma	NoC	%	14	96	0.92
	@	@	dilemma	11	96	0.92
	@	@	dilemmas	3	67	0.85
	dimension	NoC	%	30	99	0.91
	@	@	dimension	16	98	0.91
	@	@	dimensions	14	92	0.90
	diminish	Verb	%	14	97	0.94
	@	@	diminish	5	92	0.93
	@	@	diminished	6	96	0.94
	@	@	diminishes	1	53	0.87
	@	@	diminishing	2	70	0.90
	dining	NoC	:	16	99	0.89
	dinner	NoC	%	67	100	0.91
	@	@	dinner	63	100	0.91
	@	@	dinners	4	84	0.90
	dioxide	NoC	%	14	77	0.74
	@	@	dioxide	14	77	0.74
	dip	Verb	%	12	97	0.94
	@	@	dip	4	89	0.92
	@	@	dipped	6	88	0.90
	@	@	dipping	2	84	0.92
	@	@	dips	1	42	0.86
	diplomatic	Adj	:	20	96	0.78
	direct	Adj	:	104	100	0.94
	direct	Verb	%	55	100	0.94
	@	@	direct	13	100	0.93
	@	@	directed	34	96	0.94
	@	@	directing	6	97	0.93
	@	@	directs	3	76	0.87
	direction	NoC	%	109	100	0.95
	@	@	direction	87	100	0.96
	@	@	directions	22	100	0.92
	directive	NoC	%	23	90	0.86
	@	@	directive	17	87	0.85
	@	@	directives	6	72	0.85
	directly	Adv	:	88	99	0.95
	director	NoC	%	165	100	0.92
	@	@	director	122	100	0.92
	@	@	directors	43	98	0.89
	directory	NoC	%	19	98	0.67
	@	@	directories	3	66	0.72
	@	@	directory	15	95	0.66
	dirt	NoC	:	10	96	0.90
	dirty	Adj	%	27	100	0.92
	@	@	dirtier	0	26	0.80
	@	@	dirtiest	0	25	0.67
	@	@	dirty	26	100	0.92
	disability	NoC	%	22	97	0.85
	@	@	disabilities	7	79	0.87
	@	@	disability	15	97	0.82
	disabled	Adj	:	31	96	0.84
	disadvantage	NoC	%	20	99	0.93
	@	@	disadvantage	12	98	0.93
	@	@	disadvantages	9	90	0.91
	disagree	Verb	%	13	100	0.93
	@	@	disagree	7	98	0.91
	@	@	disagreed	3	93	0.92
	@	@	disagreeing	1	49	0.85
	@	@	disagrees	1	59	0.89
	disagreement	NoC	%	12	95	0.90
	@	@	disagreement	8	95	0.92
	@	@	disagreements	4	80	0.85
	disappear	Verb	%	56	100	0.95
	@	@	disappear	14	99	0.95
	@	@	disappeared	33	100	0.93
	@	@	disappearing	5	96	0.93
	@	@	disappears	4	91	0.92
	disappointed	Adj	:	21	100	0.94
	disappointment	NoC	%	17	99	0.94
	@	@	disappointment	15	99	0.94
	@	@	disappointments	2	76	0.92
	disaster	NoC	%	34	100	0.94
	@	@	disaster	28	100	0.93
	@	@	disasters	5	93	0.90
	disastrous	Adj	:	11	98	0.94
	disc	NoC	%	24	97	0.85
	@	@	disc	16	97	0.84
	@	@	discs	8	89	0.85
	discharge	NoC	%	14	89	0.86
	@	@	discharge	11	88	0.87
	@	@	discharges	3	55	0.75
	discharge	Verb	%	15	98	0.90
	@	@	discharge	4	85	0.88
	@	@	discharged	9	96	0.90
	@	@	discharges	1	35	0.76
	@	@	discharging	2	68	0.88
	disciplinary	Adj	:	11	84	0.84
	discipline	NoC	%	66	100	0.61
	@	@	discipline	55	100	0.55
	@	@	disciplines	11	83	0.84
	disclose	Verb	%	18	93	0.81
	@	@	disclose	7	85	0.75
	@	@	disclosed	9	84	0.83
	@	@	discloses	1	32	0.79
	@	@	disclosing	1	55	0.81
	disclosure	NoC	%	12	86	0.75
	@	@	disclosure	10	80	0.74
	@	@	disclosures	2	51	0.76
	discount	NoC	%	24	96	0.87
	@	@	discount	19	95	0.85
	@	@	discounts	5	75	0.87
	discourage	Verb	%	11	98	0.94
	@	@	discourage	5	93	0.93
	@	@	discouraged	5	93	0.93
	@	@	discourages	1	45	0.87
	@	@	discouraging	1	57	0.88
	discourse	NoC	%	27	81	0.70
	@	@	discourse	23	80	0.66
	@	@	discourses	4	43	0.68
	discover	Verb	%	107	100	0.96
	@	@	discover	33	99	0.95
	@	@	discovered	64	100	0.95
	@	@	discovering	7	92	0.94
	@	@	discovers	3	79	0.90
	discovery	NoC	%	35	97	0.92
	@	@	discoveries	7	88	0.88
	@	@	discovery	28	96	0.92
	discretion	NoC	%	19	98	0.83
	@	@	discretion	19	98	0.83
	@	@	discretions	0	11	0.69
	discrimination	NoC	%	20	92	0.87
	@	@	discrimination	20	91	0.87
	@	@	discriminations	0	20	0.71
	discuss	Verb	%	150	100	0.95
	@	@	discuss	56	100	0.95
	@	@	discussed	70	100	0.92
	@	@	discusses	4	73	0.88
	@	@	discussing	20	99	0.96
	discussion	NoC	%	116	100	0.94
	@	@	discussion	85	100	0.93
	@	@	discussions	31	97	0.91
	disease	NoC	%	107	100	0.80
	@	@	disease	89	100	0.77
	@	@	diseases	18	98	0.88
	dish	NoC	%	30	98	0.88
	@	@	dish	16	96	0.86
	@	@	dishes	14	97	0.88
	disk	NoC	%	34	77	0.68
	@	@	disk	26	72	0.70
	@	@	disks	8	53	0.55
	dislike	Verb	%	12	99	0.92
	@	@	dislike	5	92	0.92
	@	@	disliked	6	89	0.90
	@	@	dislikes	1	56	0.89
